Date,BTC_Supply,BTC_USD,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,Dollar_Index,GLD,HashRate,M2_Liquidity,Miners_Revenue_USD,Mining_Difficulty,Nr_Addresses,Nr_Transactions,OIL_USD,QQQ,TLT,Ten_YR_USA,USD_OnChain_Volume,VIX
2015-02-27,13886725.0,253.47,4486725.0,15268.2662,5401.571428571428,95.25,116.16000366210938,366669.483603951,11840.5,1019335.3777410311,46684376316.8603,209108.85714285713,98156.28571428571,49.7599983215332,100.6210479736328,102.64885711669922,2.002000093460083,41389156.6905149,13.34000015258789
2015-03-06,13912175.0,272.56,4487583.0,15282.2402,5617.0,97.62000274658205,111.86000061035156,366669.483603951,11918.4,1154918.9566307007,46684376316.8603,215909.7142857143,98255.85714285714,49.61000061035156,99.70206451416016,98.0610580444336,2.240000009536743,60214446.504456796,15.199999809265137
2015-03-13,13937750.0,287.21,4489279.0,15330.9708,289680.71428571426,100.33000183105467,110.87999725341795,327711.479681442,11946.9,1216031.7696626615,47427554950.6483,205849.57142857142,97715.0,44.84000015258789,97.7806167602539,100.61775970458984,2.111999988555908,78343385.86595936,16.0
2015-03-20,13961925.0,261.78,4495888.0,15365.1838,24911.571428571428,97.91000366210938,113.56999969482422,332426.752770383,11979.0,1089968.60590563,47427554950.6483,203623.42857142858,98380.0,45.720001220703125,100.97340393066406,104.42111206054688,1.9299999475479128,50338590.32935732,13.020000457763672
2015-03-27,13989225.0,247.21,4480603.0,15371.3983,6017.571428571428,97.29000091552734,115.05999755859376,399442.822155122,11923.4,1154555.000379615,46717549644.7064,201324.7142857143,97168.28571428571,48.869998931884766,98.17295837402344,104.06378936767578,1.9479999542236328,50870945.411068395,15.06999969482422
2015-04-03,14015150.0,254.48,4481799.0,15361.3538,5962.857142857143,97.44000244140624,115.27999877929688,350673.640380369,11960.9,1054694.4483096157,46717549644.7064,214414.42857142858,105045.0,49.13999938964844,97.80083465576172,104.01903533935548,1.9040000438690183,44874014.191280715,14.670000076293944
2015-04-10,14039875.0,234.73,4483419.0,15392.6015,5171.857142857143,99.38999938964844,115.97000122070312,349035.064692078,12113.2,1071988.0235362637,49446390688.2414,213600.7142857143,105862.0,51.63999938964844,100.2477035522461,103.1358642578125,1.950999975204468,46822875.28669258,12.579999923706056
2015-04-17,14063850.0,222.59,4485366.0,15387.7055,5012.571428571428,97.5199966430664,115.5999984741211,329371.117385482,12091.5,879915.5490404197,49446390688.2414,208165.14285714287,103056.0,55.7400016784668,98.62884521484376,104.59197235107422,1.850000023841858,43955846.140172325,13.890000343322754
2015-04-24,14088950.0,231.09,4489695.0,15385.0877,7263.142857142857,96.91999816894533,113.0500030517578,284008.079902024,12034.3,954620.3270161635,47610564513.4713,213375.85714285713,106940.42857142857,57.150001525878906,102.84344482421876,102.69823455810548,1.9170000553131104,43603359.48609315,12.289999961853027
2015-05-01,14114100.0,233.21,4471499.0,15400.9049,7813.857142857143,95.3000030517578,113.08000183105467,347909.897879979,11852.8,939119.716745272,47610564513.4713,214519.2857142857,106887.14285714286,59.150001525878906,101.45718383789062,98.8666000366211,2.117000102996826,47580518.75026045,12.699999809265137
2015-05-08,14139650.0,243.74,4472703.0,15389.8617,5594.428571428572,94.79000091552734,113.97000122070312,350518.191907442,11898.0,982255.89487646,47643398017.8034,225916.42857142858,104436.42857142857,59.38999938964844,101.12225341796876,97.67861938476562,2.150000095367432,44479843.72821153,12.859999656677246
2015-05-15,14165375.0,237.2,4501188.0,15381.0939,6797.0,93.13999938964844,117.52999877929688,390780.416653567,11904.9,1063566.1353896493,47643398017.8034,211518.85714285713,103028.85714285714,59.68999862670898,101.95027923583984,96.94513702392578,2.1410000324249268,46375628.46685087,12.380000114440918
2015-05-22,14190750.0,240.37,4480384.0,15348.736,7258.857142857143,96.01000213623048,115.5999984741211,344525.13582465,11919.2,957018.5740337642,48807487244.6814,212503.42857142858,98818.85714285714,59.720001220703125,102.77831268310548,95.9963607788086,2.2149999141693115,44129373.8720714,12.130000114440918
2015-05-29,14214925.0,237.03,4463981.0,15334.9579,6162.714285714285,96.91000366210938,114.0999984741211,380918.636087818,11873.4,934143.5070994272,48807487244.6814,222600.57142857142,105416.28571428571,60.29999923706055,102.3875732421875,97.83810424804688,2.095000028610229,45324257.13980489,13.84000015258789
2015-06-05,14239600.0,225.29,4465360.0,15330.7266,6462.571428571428,96.30999755859376,112.23999786376952,335928.179909096,11932.7,881945.6906790928,47589591153.625,247326.0,119947.85714285714,59.130001068115234,101.68978118896484,93.9660186767578,2.4019999504089355,53245519.66773993,14.210000038146973
