Date,BTC_PageViews
2023-02-24,4908
2023-02-25,6321
2023-02-26,4811
2023-02-27,5290
2023-02-28,5121
2023-03-01,5004
2023-03-02,5176
2023-03-03,5447
2023-03-04,5326
2023-03-05,4622
2023-03-06,5291
2023-03-07,5695
2023-03-08,5187
2023-03-09,5511
2023-03-10,6182
2023-03-11,5193
2023-03-12,5351
2023-03-13,6997
2023-03-14,7037
2023-03-15,6115
2023-03-16,5629
2023-03-17,5945
2023-03-18,5638
2023-03-19,5854
2023-03-20,6582
2023-03-21,6378
2023-03-22,6131
2023-03-23,6473
2023-03-24,6417
2023-03-25,5082
2023-03-26,4983
2023-03-27,5579
2023-03-28,5559
2023-03-29,5797
2023-03-30,6053
2023-03-31,6076
2023-04-01,5064
2023-04-02,4496
2023-04-03,5454
2023-04-04,5639
2023-04-05,4955
2023-04-06,5263
2023-04-07,5063
2023-04-08,4753
2023-04-09,4770
2023-04-10,6057
2023-04-11,6981
2023-04-12,6276
2023-04-13,5421
2023-04-14,5247
2023-04-15,4585
2023-04-16,4641
2023-04-17,5133
2023-04-18,4934
2023-04-19,5054
2023-04-20,5180
2023-04-21,4727
2023-04-22,4560
2023-04-23,5162
2023-04-24,5929
2023-04-25,5438
2023-04-26,5690
2023-04-27,5620
2023-04-28,5046
2023-04-29,4515
2023-04-30,5207
2023-05-01,5297
2023-05-02,5249
2023-05-03,6380
2023-05-04,5255
2023-05-05,4861
2023-05-06,4553
2023-05-07,4318
2023-05-08,4928
2023-05-09,4656
2023-05-10,4983
2023-05-11,4883
2023-05-12,5387
2023-05-13,4584
2023-05-14,4579
2023-05-15,4923
2023-05-16,5061
2023-05-17,5713
2023-05-18,4994
2023-05-19,4968
2023-05-20,4188
2023-05-21,4304
2023-05-22,4858
2023-05-23,4529
2023-05-24,4628
2023-05-25,5159
2023-05-26,5089
2023-05-27,4334
2023-05-28,4379
2023-05-29,4845
2023-05-30,4933
2023-05-31,5020
2023-06-01,5092
2023-06-02,5035
2023-06-03,4146
2023-06-04,4687
2023-06-05,5103
2023-06-06,5352
2023-06-07,5433
2023-06-08,4875
2023-06-09,4428
2023-06-10,4311
2023-06-11,4332
2023-06-12,4879
2023-06-13,4725
2023-06-14,4804
2023-06-15,5144
2023-06-16,4659
2023-06-17,4369
2023-06-18,4278
2023-06-19,4747
2023-06-20,5036
2023-06-21,6311
2023-06-22,5503
2023-06-23,5349
2023-06-24,7024
2023-06-25,6496
2023-06-26,5266
2023-06-27,5808
2023-06-28,5464
2023-06-29,5031
2023-06-30,4911
2023-07-01,4249
2023-07-02,4825
2023-07-03,4913
2023-07-04,5176
2023-07-05,4941
2023-07-06,4526
2023-07-07,5014
2023-07-08,4306
2023-07-09,4604
2023-07-10,4911
2023-07-11,5153
2023-07-12,4744
2023-07-13,5305
2023-07-14,4411
2023-07-15,4010
2023-07-16,3946
2023-07-17,4347
2023-07-18,4480
2023-07-19,4527
2023-07-20,4603
2023-07-21,4616
2023-07-22,3846
2023-07-23,4392
2023-07-24,4835
2023-07-25,4748
2023-07-26,5237
2023-07-27,5390
2023-07-28,4817
2023-07-29,4253
2023-07-30,3954
2023-07-31,5203
2023-08-01,5575
2023-08-02,4637
2023-08-03,4541
2023-08-04,4617
2023-08-05,3955
2023-08-06,4153
2023-08-07,4887
2023-08-08,4392
2023-08-09,4622
2023-08-10,4757
2023-08-11,4944
2023-08-12,4240
2023-08-13,4293
2023-08-14,5224
2023-08-15,5345
2023-08-16,5368
2023-08-17,5604
2023-08-18,6623
2023-08-19,6401
2023-08-20,5442
2023-08-21,5110
2023-08-22,6059
2023-08-23,5094
2023-08-24,4952
2023-08-25,6129
2023-08-26,5872
2023-08-27,5981
2023-08-28,6219
2023-08-29,6611
2023-08-30,5599
2023-08-31,5307
2023-09-01,4788
2023-09-02,4786
2023-09-03,4105
2023-09-04,5323
2023-09-05,4813
2023-09-06,4702
2023-09-07,6186
2023-09-08,7825
2023-09-09,5948
2023-09-10,5351
2023-09-11,6255
2023-09-12,6324
2023-09-13,6119
2023-09-14,6421
2023-09-15,5884
2023-09-16,5014
2023-09-17,4410
2023-09-18,6227
2023-09-19,6344
2023-09-20,6046
2023-09-21,6441
2023-09-22,6365
2023-09-23,6157
2023-09-24,4921
2023-09-25,5664
2023-09-26,5612
2023-09-27,6633
2023-09-28,5378
2023-09-29,4922
2023-09-30,4503
2023-10-01,5261
2023-10-02,5674
2023-10-03,4697
2023-10-04,4609
2023-10-05,4690
2023-10-06,5207
2023-10-07,4487
2023-10-08,4129
2023-10-09,5010
2023-10-10,5215
2023-10-11,5268
2023-10-12,5462
2023-10-13,5089
2023-10-14,4727
2023-10-15,4684
2023-10-16,6810
2023-10-17,6331
2023-10-18,6474
2023-10-19,5966
2023-10-20,6916
2023-10-21,5663
2023-10-22,5751
2023-10-23,7722
2023-10-24,13489
2023-10-25,11421
2023-10-26,7998
2023-10-27,6635
2023-10-28,5187
2023-10-29,5437
2023-10-30,5447
2023-10-31,6553
2023-11-01,5398
2023-11-02,5386
2023-11-03,7269
2023-11-04,5851
2023-11-05,5668
2023-11-06,6122
2023-11-07,5576
2023-11-08,6262
2023-11-09,7299
2023-11-10,6677
2023-11-11,5139
2023-11-12,4993
2023-11-13,5505
2023-11-14,5339
2023-11-15,6053
2023-11-16,5445
2023-11-17,4905
2023-11-18,5428
2023-11-19,5680
2023-11-20,6623
2023-11-21,6822
2023-11-22,8186
2023-11-23,7097
2023-11-24,7083
2023-11-25,6025
2023-11-26,5732
2023-11-27,6189
2023-11-28,7121
2023-11-29,6937
2023-11-30,6463
2023-12-01,6159
2023-12-02,6513
2023-12-03,7028
2023-12-04,10098
2023-12-05,9593
2023-12-06,9756
2023-12-07,8787
2023-12-08,8079
2023-12-09,6780
2023-12-10,6500
2023-12-11,6990
2023-12-12,6514
2023-12-13,5183
2023-12-14,4982
2023-12-15,5240
2023-12-16,4409
2023-12-17,4351
2023-12-18,4902
2023-12-19,4848
2023-12-20,5316
2023-12-21,4790
2023-12-22,4494
2023-12-23,6467
2023-12-24,6043
2023-12-25,6777
2023-12-26,6729
2023-12-27,5908
2023-12-28,5039
2023-12-29,5522
2023-12-30,5300
2023-12-31,4706
2024-01-01,6371
2024-01-02,9267
2024-01-03,15761
2024-01-04,9113
2024-01-05,7212
2024-01-06,8129
2024-01-07,7615
2024-01-08,10479
2024-01-09,9055
2024-01-10,10265
2024-01-11,15688
2024-01-12,14010
2024-01-13,10451
2024-01-14,8739
2024-01-15,10071
2024-01-16,9023
2024-01-17,7798
2024-01-18,6906
2024-01-19,8999
2024-01-20,7571
2024-01-21,6542
2024-01-22,6955
2024-01-23,6690
2024-01-24,5830
2024-01-25,5774
2024-01-26,5843
2024-01-27,5340
2024-01-28,5150
2024-01-29,5880
2024-01-30,7239
2024-01-31,6229
2024-02-01,5854
2024-02-02,5720
2024-02-03,6204
2024-02-04,6781
2024-02-05,6931
2024-02-06,8956
2024-02-07,6820
2024-02-08,7976
2024-02-09,6974
2024-02-10,6054
2024-02-11,6050
2024-02-12,7503
2024-02-13,10839
2024-02-14,9289
2024-02-15,10038
2024-02-16,7801
2024-02-17,6253
2024-02-18,7812
2024-02-19,8678
2024-02-20,9521
2024-02-21,8399
2024-02-22,9947
2024-02-23,9718
2024-02-24,7932
2024-02-25,8259
2024-02-26,10299
2024-02-27,14446
2024-02-28,20477
2024-02-29,16555
2024-03-01,12211
2024-03-02,10569
2024-03-03,10206
2024-03-04,15014
2024-03-05,16472
2024-03-06,17254
2024-03-07,16422
2024-03-08,15235
2024-03-09,14119
2024-03-10,13484
2024-03-11,19061
2024-03-12,16282
2024-03-13,14524
2024-03-14,11299
2024-03-15,10551
2024-03-16,8614
2024-03-17,11592
2024-03-18,11871
2024-03-19,13959
2024-03-20,10501
2024-03-21,8702
2024-03-22,8515
2024-03-23,6815
2024-03-24,7100
2024-03-25,10977
2024-03-26,10235
2024-03-27,8689
2024-03-28,9566
2024-03-29,8094
2024-03-30,7194
2024-03-31,6700
2024-04-01,7496
2024-04-02,6802
2024-04-03,6831
2024-04-04,8353
2024-04-05,6781
2024-04-06,6196
2024-04-07,6006
2024-04-08,6306
2024-04-09,6019
2024-04-10,5867
2024-04-11,5981
2024-04-12,7927
2024-04-13,6476
2024-04-14,7149
2024-04-15,6992
2024-04-16,6602
2024-04-17,6796
2024-04-18,7602
2024-04-19,8069
2024-04-20,10654
2024-04-21,8430
2024-04-22,8347
2024-04-23,7770
2024-04-24,33363
2024-04-25,21055
2024-04-26,7760
2024-04-27,5919
2024-04-28,6030
2024-04-29,6164
2024-04-30,7101
2024-05-01,6396
2024-05-02,5825
2024-05-03,5283
2024-05-04,5517
2024-05-05,6143
2024-05-06,6340
2024-05-07,5708
2024-05-08,5566
2024-05-09,5271
2024-05-10,4536
2024-05-11,3888
2024-05-12,4606
2024-05-13,4888
2024-05-14,4991
2024-05-15,5253
2024-05-16,5059
2024-05-17,5195
2024-05-18,4646
2024-05-19,4577
2024-05-20,5262
2024-05-21,6404
2024-05-22,5667
2024-05-23,5214
2024-05-24,5170
2024-05-25,4603
2024-05-26,4916
2024-05-27,5105
2024-05-28,5341
2024-05-29,5595
2024-05-30,5270
2024-05-31,4909
2024-06-01,4289
2024-06-02,4610
2024-06-03,4948
2024-06-04,4713
2024-06-05,4909
2024-06-06,4558
2024-06-07,4392
2024-06-08,4084
2024-06-09,4082
2024-06-10,4316
2024-06-11,4501
2024-06-12,4740
2024-06-13,4649
2024-06-14,4538
2024-06-15,17820
2024-06-16,11129
2024-06-17,5475
2024-06-18,4733
2024-06-19,4629
2024-06-20,4672
2024-06-21,4597
2024-06-22,4226
2024-06-23,4215
2024-06-24,5120
2024-06-25,4558
2024-06-26,4297
2024-06-27,4327
2024-06-28,3687
2024-06-29,3549
2024-06-30,4182
2024-07-01,4083
2024-07-02,4097
2024-07-03,4241
2024-07-04,4231
2024-07-05,4547
2024-07-06,4101
2024-07-07,4243
2024-07-08,4359
2024-07-09,4530
2024-07-10,4931
2024-07-11,5334
2024-07-12,4441
2024-07-13,3631
2024-07-14,3761
2024-07-15,4442
2024-07-16,4535
2024-07-17,4583
2024-07-18,4127
2024-07-19,4161
2024-07-20,3665
2024-07-21,4117
2024-07-22,4558
2024-07-23,4484
2024-07-24,4584
2024-07-25,4634
2024-07-26,4953
2024-07-27,8248
2024-07-28,8037
2024-07-29,6953
2024-07-30,5587
2024-07-31,4801
2024-08-01,5031
2024-08-02,4674
2024-08-03,4015
2024-08-04,4262
2024-08-05,7155
2024-08-06,5944
2024-08-07,5867
2024-08-08,5059
